4975;5889;0.9583333283662796
5577;8990;0.984375
7008;8831;1.0
3475;8592;0.951388880610466
7653;7852;0.9316239356994629
7653;8029;0.9316239356994629
10383;7653;0.9316239356994629
10230;7653;0.8715811967849731
6858;7653;0.8576923310756683
7852;8029;1.0
10383;7852;1.0
10230;7852;0.9410256147384644
6858;7852;0.9271367490291595
10383;8029;1.0
10230;8029;0.9410256147384644
6858;8029;0.9271367490291595
10230;10383;0.9410256147384644
10383;6858;0.9271367490291595
10230;6858;0.9335664510726929
4586;7633;0.936218798160553
8224;8754;1.0
4441;8151;0.9029720276594162
3670;4441;0.936141312122345
4441;7515;1.0
3670;8151;0.8513986021280289
7515;8151;0.9029720276594162
3670;7515;0.936141312122345
10240;7367;0.9833333343267441
5426;7869;1.0
4179;4732;0.922222226858139
4179;4911;0.922222226858139
4732;4911;1.0
3192;7923;0.9749999940395355
4395;8725;0.9555555582046509
6948;7365;0.9628571569919586
6339;7517;1.0
7350;8473;1.0
7288;7483;1.0
10938;11125;1.0
10064;2819;1.0
4297;4306;1.0
4297;8636;1.0
4306;8636;1.0
6925;6926;0.972222238779068
6314;8464;0.9193363785743713
4291;4905;1.0
6722;7707;1.0
3722;8453;1.0
6719;8453;1.0
3722;6719;1.0
7201;8536;1.0
7606;8538;1.0
7671;8759;1.0
6102;9115;1.0
7525;8995;0.8812499940395355
7540;8823;0.8745819330215454
7920;8494;0.9152778089046478
6382;7920;0.9375
6382;8494;0.9777778089046478
7794;8890;0.9299242496490479
8890;9063;0.9579365253448486
6802;8890;0.9579365253448486
7794;9063;0.888293668627739
6802;7794;0.888293668627739
6802;9063;1.0
9333;9450;0.9895833432674408
9348;9485;1.0
5477;9076;0.9833333343267441
5477;8368;0.9666666686534882
8368;9076;0.9833333343267441
5664;8717;1.0
6771;8507;1.0
8609;9130;1.0
4843;8794;0.9666666686534882
7346;7719;1.0
4851;7708;1.0
4419;7644;0.984375
102361;103634;0.9516128897666931
5731;8779;1.0
7123;9038;0.960526317358017
6272;7460;1.0
7980;9790;0.93202905356884
7604;9790;0.8715977817773819
7604;7980;0.9409576058387756
8043;8234;1.0
11150;8901;1.0
9421;9489;0.9749999940395355
7161;8131;0.9629629552364349
2813;3155;0.9577922374010086
9327;9412;1.0
6740;9193;0.9743589460849762
7061;7469;1.0
10000;8664;0.9131944477558136
5835;9278;1.0
5921;8423;1.0
7361;7750;1.0
8265;9149;1.0
5988;8859;1.0
6944;9868;0.9821428507566452
6358;9694;0.951124981045723
8311;8312;1.0
5010;5205;0.9396929889917374
8344;9229;0.9570707082748413
2440;5443;1.0
2781;9669;1.0
4508;9662;1.0
5025;9863;0.8791666626930237
8114;8659;1.0
2823;4684;0.9090557247400284
6919;8060;0.9646464586257935
3539;4190;0.984375
4348;7170;0.924775704741478
8668;8843;1.0
3356;6955;1.0
3792;8891;0.8938405811786652
4184;6950;0.888888880610466
2807;7064;0.9871794879436493
3529;4114;0.9880952388048172
6316;7311;1.0
7363;8118;0.9772727191448212
6922;9161;0.9045454561710358
3383;6969;0.894173875451088
9614;9678;1.0
2406;7291;1.0
3159;9969;0.9947916716337204
4292;8795;1.0
3678;4266;1.0
4266;6690;1.0
3678;6690;1.0
2577;2581;0.9833333343267441
4481;6716;1.0
8919;9083;1.0
7859;9798;0.9807692319154739
7037;7237;0.9224746078252792
100170;100358;0.9500000029802322
100198;106489;1.0
10253;10368;1.0
11530;5099;1.0
8274;8805;1.0
9713;9738;1.0
11455;5289;0.8642534017562866
5324;7847;1.0
10061;3517;0.9861111044883728
7134;9695;1.0
10301;6246;0.9642857164144516
4178;7199;1.0
5238;8297;0.9408508390188217
6663;6665;0.9772727191448212
5394;5418;1.0
4895;9209;0.9642857164144516
10652;9640;1.0
4613;6116;0.9746376872062683
5912;8949;1.0
8778;9060;1.0
2619;6174;0.96875
10107;7341;1.0
7918;9172;1.0
2188;8063;0.9666666686534882
10449;6162;1.0
2571;9019;1.0
3931;5754;1.0
6568;9557;1.0
6737;7722;1.0
7404;7405;1.0
2957;3106;1.0
4384;5657;1.0
2427;8640;0.9503837674856186
9588;9811;0.96875
7344;8291;0.9161184132099152
6547;6741;0.9321428537368774
7622;8349;0.9380252063274384
2252;4733;1.0
7350;8473;1.0
5477;9076;0.9666666686534882
6663;6665;0.9545454382896423
7606;8538;1.0
3678;4266;1.0
8668;8843;1.0
4179;4732;0.9000000059604645
3678;6690;1.0
8919;9083;1.0
2781;9669;1.0
6948;7365;0.9523809552192688
2577;2581;0.9666666686534882
7918;9172;1.0
4975;5889;0.9166666567325592
8778;9060;1.0
10383;7852;1.0
10383;8029;1.0
7008;8831;1.0
7134;9695;1.0
6922;9161;0.9000000059604645
10938;11125;1.0
7980;9790;0.96875
11530;5099;1.0
3931;5754;1.0
7363;8118;0.9545454382896423
10064;2819;1.0
8043;8234;1.0
2619;6174;0.9375
6925;6926;1.0
5664;8717;1.0
4508;9662;1.0
6719;8453;1.0
7061;7469;1.0
7852;8029;1.0
6771;8507;1.0
4586;7633;0.9545454382896423
5731;8779;1.0
3383;6969;0.9000000059604645
5238;8297;0.9423076808452606
4441;7515;1.0
8311;8312;1.0
102361;103634;0.9516128897666931
10230;10383;0.9333333373069763
5835;9278;1.0
3529;4114;0.9761904776096344
100198;106489;1.0
8609;9130;1.0
2427;8640;0.96875
4851;7708;1.0
2957;3106;1.0
6358;9694;0.9615384638309479
3475;8592;0.9444444477558136
9421;9489;0.949999988079071
6944;9868;0.9642857015132904
6272;7460;1.0
5912;8949;1.0
4297;8636;1.0
3159;9969;0.9895833432674408
7604;9790;0.9285714328289032
8368;9076;0.9666666686534882
3356;6955;1.0
8224;8754;1.0
2813;3155;0.9761904776096344
10107;7341;1.0
6919;8060;1.0
3670;4441;0.9347826242446899
4266;6690;1.0
5577;8990;0.96875
5324;7847;1.0
10383;6858;0.9333333373069763
3192;7923;0.949999988079071
7859;9798;0.9615384638309479
6858;7852;0.9333333373069763
6858;8029;0.9333333373069763
4179;4911;0.9000000059604645
6547;6741;0.9000000059604645
9348;9485;1.0
10061;3517;0.9722222089767456
5394;5418;1.0
10652;9640;1.0
10449;6162;1.0
6102;9115;1.0
3539;4190;0.96875
4481;6716;1.0
100170;100358;0.9333333373069763
5426;7869;1.0
6802;9063;1.0
2440;5443;1.0
6802;8890;0.9714285731315613
3792;8891;0.9000000059604645
7161;8131;1.0
4178;7199;1.0
2252;4733;1.0
6316;7311;1.0
4292;8795;1.0
4395;8725;0.9444444477558136
10230;7852;0.9333333373069763
10230;8029;0.9333333373069763
3722;8453;1.0
2571;9019;1.0
7123;9038;0.9210526347160339
9614;9678;1.0
3670;7515;0.9347826242446899
4306;8636;1.0
2807;7064;1.0
9333;9450;1.0
7037;7237;0.955882340669632
7604;7980;0.9523809552192688
8890;9063;0.9714285731315613
7622;8349;0.9117647111415863
8344;9229;1.0
5988;8859;1.0
10253;10368;1.0
4297;4306;1.0
4291;4905;1.0
8274;8805;1.0
8114;8659;1.0
4843;8794;0.9333333373069763
11150;8901;1.0
9588;9811;0.9375
10301;6246;0.9285714328289032
6740;9193;1.0
5921;8423;1.0
5477;8368;0.9333333373069763
4895;9209;0.9285714328289032
4384;5657;1.0
5010;5205;0.9210526347160339
6568;9557;1.0
4419;7644;0.96875
4613;6116;0.97826087474823
2406;7291;1.0
7671;8759;1.0
2823;4684;0.9166666567325592
4348;7170;0.9130434691905975
3722;6719;1.0
7361;7750;1.0
7288;7483;1.0
2188;8063;1.0
10230;6858;1.0
10240;7367;0.9666666686534882
7404;7405;1.0
9713;9738;1.0
7201;8536;1.0
6382;8494;1.0
4732;4911;1.0
8265;9149;1.0
6722;7707;1.0
7346;7719;1.0
6737;7722;1.0
6339;7517;1.0
9327;9412;1.0
7350;8473;1.0
5477;9076;0.9833333343267441
6663;6665;0.9772727191448212
7606;8538;1.0
3678;4266;1.0
8668;8843;1.0
3678;6690;1.0
8919;9083;1.0
2781;9669;1.0
6948;7365;0.9761904776096344
2577;2581;0.9833333343267441
7918;9172;1.0
4975;5889;0.9583333283662796
10230;7653;0.9111111164093018
8778;9060;1.0
10383;7852;1.0
10383;8029;1.0
6382;7920;0.9375
7008;8831;1.0
7134;9695;1.0
10938;11125;1.0
7980;9790;0.9724702388048172
11530;5099;1.0
3931;5754;1.0
7920;8494;0.9375
7363;8118;0.9772727191448212
10064;2819;1.0
8043;8234;1.0
2619;6174;0.96875
6925;6926;1.0
5664;8717;1.0
4508;9662;1.0
6719;8453;1.0
7061;7469;1.0
7852;8029;1.0
6771;8507;1.0
4586;7633;0.9772727191448212
5731;8779;1.0
3383;6969;0.9410714358091354
5238;8297;0.9711538404226303
4441;7515;1.0
8311;8312;1.0
102361;103634;0.9516128897666931
10230;10383;0.9666666686534882
5835;9278;1.0
3529;4114;0.9880952388048172
100198;106489;1.0
